merchant_id,payment_month,mtu_type,txn_count,gmv,churn_month
FcvvyiL7VwQRQw,2021-10-01,Retained,11,74694.0,
FcvvyiL7VwQRQw,2021-11-01,Retained,11,55578.0,
FdIDCkh8I4nK6j,2021-12-01,Retained,57750,18056252.41,
FdIDCkh8I4nK6j,2023-05-01,Retained,137661,35494641.74,
FeYEhb4NzHPfH0,2023-01-01,Retained,2,49934.4,
Fhovim7OVkvCrq,2021-12-01,Retained,1,20000.0,2022-01-01
FtXLgA4jkhBrMO,2021-11-01,Retained,8,5440.0,
FtXLgA4jkhBrMO,2023-05-01,Retained,5,2627.0,
G4bYrMVaR0HM7F,2022-08-01,Retained,94,77055.0,
G5g5jvQfkINAYM,2023-04-01,Retained,135,94068.0,
GM11zFFD4YrG1U,2021-12-01,Retained,19,10740.0,
GM11zFFD4YrG1U,2023-04-01,Retained,5,2195.0,
GNvYCdUiSWwlOS,2021-10-01,Retained,16,9440.0,
GNvYCdUiSWwlOS,2022-12-01,Retained,8,430.92,
FoPLTcrUMTT3Nc,2021-11-01,Retained,173,522569.79,
FoPLTcrUMTT3Nc,2023-05-01,Retained,53,217637.22,
FuOFSpxJdrmXdb,2023-07-01,Retained,10,4837.0,2023-08-01
G9JjjfFStiHPit,2022-06-01,Retained,32,27625.57,
G9JjjfFStiHPit,2022-12-01,Retained,54,22225.32,
GC56me7gzoD0tW,2021-11-01,Retained,44,31093.26,
GC56me7gzoD0tW,2023-04-01,Retained,427,48870.35,
GDIeVCBK9wX9o6,2022-07-01,Retained,1,6624.0,
GDLKf1MkrRXCDU,2021-10-01,Retained,4,184203.75,
GFJoEEMNPQPERA,2022-05-01,Revived,1,14.88,2022-06-01
6mpckCD5W7Ioum,2021-08-01,Retained,30,45780.0,
6mpckCD5W7Ioum,2022-01-01,Retained,26,33815.0,
6mpckCD5W7Ioum,2022-11-01,Retained,11,25810.0,
8AbgmcLy4F2lLI,2022-05-01,Retained,6803,3135962.0,
8AbgmcLy4F2lLI,2022-11-01,Retained,3336,1851410.0,
HeOXwDjUMOg3GK,2022-11-01,Retained,10,3650.0,
HxOkwffyyTPoZR,2021-09-01,New,2,201.0,
I04GVzSo8F1CPi,2021-11-01,Retained,26,19374.0,2021-12-01
HBLbpBAByB0ICg,2023-03-01,Revived,2,131957.0,2023-04-01
HKrEhB1diBG1dG,2023-03-01,Retained,4,320303.0,
HQqyBNePvgm2b3,2022-02-01,Retained,1,1.0,
HSSANBmehkzVpJ,2022-04-01,Revived,2,5198.0,2022-05-01
HbgMS3anEpssSQ,2022-04-01,Retained,6,13311.33,
D7O5Vgn59cz54X,2023-03-01,Revived,1,60000.0,2023-04-01
DoaKbwuAMlxnLv,2021-08-01,Retained,6,4020.0,
DoaKbwuAMlxnLv,2022-03-01,Retained,8,12020.0,
E9odNMw7lu2EW3,2022-09-01,Retained,207,2065660.5,
EHiPkILOXV3VxS,2021-07-01,New,19,11189.2,
EHiPkILOXV3VxS,2021-09-01,Retained,11,4749.5,
EHiPkILOXV3VxS,2022-02-01,Retained,262,197505.97,
EHiPkILOXV3VxS,2022-09-01,Retained,27,9701.5,
EUTnoK9Yxmew9f,2022-11-01,Retained,30,86319.0,
EZNHACHqFWq3BQ,2022-11-01,Retained,2,2992.0,
EcnnRBDWIMczam,2023-06-01,Retained,28,258153.0,
Ew9yabxJSdSXel,2023-06-01,Retained,10,496000.0,2023-07-01
DBVHJZ2bXBR0i8,2021-08-01,Retained,1,7694.85,
DGpFESRrv6Scz8,2022-11-01,Retained,39,282391.29,
DGpFESRrv6Scz8,2023-06-01,Retained,49,412325.7,
DJfXdEf65V8gg4,2022-09-01,Retained,2,10236.0,
DMI4NR8TtDsaGR,2023-04-01,Retained,1,1866.52,2023-05-01
DOUTZG7TeFKQzK,2022-09-01,Retained,86,370715.8,
DYGZjTHnfWd0YJ,2021-08-01,Retained,63,531675.0,
DYGZjTHnfWd0YJ,2022-07-01,Retained,33,330499.0,
DflhD9KMeXetBn,2023-04-01,Retained,6,17.0,2023-05-01
Dx6lOEsF4v6U7x,2022-01-01,Retained,6,3694.0,2022-02-01
E8MTRUFBfc7mdo,2022-09-01,Revived,5,38700.0,
E9qDRVhGsKOJeb,2022-03-01,New,7,8607.0,
ERJH4xFd5sGbAS,2022-09-01,Retained,180,1319925.06,
ERJH4xFd5sGbAS,2023-03-01,Retained,183,1472642.55,
EVhFMkrkLhvodL,2021-08-01,Retained,48,36000.0,
EVhFMkrkLhvodL,2022-11-01,Retained,24,18000.0,
EaMogYD7RBxYGa,2021-11-01,Retained,3,100000.0,2021-12-01
EjPthWd7hpIb2W,2022-11-01,Retained,1,250.0,
HcH37LpmB5BhvL,2023-04-01,Revived,1,510.0,2023-05-01
HdXssd0LmsFDJG,2021-09-01,Retained,3,30.0,
HtSoVYZyWFQNLN,2022-07-01,Retained,3,8300.0,
Gx7j29JJnvYAZ0,2022-09-01,Retained,2,23000.0,
HBePDKbchLK73H,2021-08-01,Retained,12,9251.05,
HLk5YrKwZDkpjh,2022-09-01,Retained,1,280.0,2022-10-01
Hc07bVuFvlj1Nx,2023-01-01,Revived,1,3200.0,2023-02-01
Hkb16EWxWOJ93a,2021-08-01,New,9,53498.0,
Hy5glDN1iWZQ01,2022-02-01,Retained,1,9440.0,
HzjeHxswIhuJjg,2022-11-01,Retained,4,3373.0,
I1oMzVg3CsoSNf,2022-04-01,Revived,1,17700.0,2022-05-01
I2obllZP4yo7LG,2023-06-01,Revived,1,49.0,2023-07-01
I4k8DZKM7kdHxg,2021-11-01,New,1,170020.0,2021-12-01
DwkXzX85OdNzOC,2021-11-01,Revived,2,447.0,2021-12-01
E6qwUqrhNL7fpT,2021-09-01,Revived,3,1297.0,
ENgHT4l5bQMuH7,2021-09-01,Revived,1,1.0,2021-10-01
EZjCVBsujcKeaI,2021-11-01,Retained,4,9.0,2021-12-01
Exl5IAUBPL5eiU,2021-07-01,New,40,283490.45,
Exl5IAUBPL5eiU,2021-09-01,Retained,3,48389.0,
Exl5IAUBPL5eiU,2022-02-01,Retained,3,14870.0,
Exl5IAUBPL5eiU,2022-04-01,Retained,6,195028.0,
EzhlEVIkG6s0bK,2021-11-01,New,2,34483.0,2021-12-01
Hzj8nCssErqEuy,2022-07-01,Retained,15,67786.7,
Hzj8nCssErqEuy,2022-11-01,Retained,3,6481.6,
I2MuziGxVbL4WO,2021-11-01,New,1,10.0,2021-12-01
I3kyvrcf5LVPxQ,2023-06-01,Retained,9,11495.0,
I4PBz0iBWSW0Q5,2021-11-01,Retained,4,1210.0,2021-12-01
I6R3GvXyHwaFZ0,2021-11-01,Retained,2,400.0,2021-12-01
ICqiRlQIV5vPxk,2022-04-01,Revived,1,30.0,2022-05-01
IEM2SJV3UdEVUb,2022-09-01,Revived,2,6.0,2022-10-01
INHPPXI2olC9ag,2021-11-01,New,2,20.0,2021-12-01
IO8KKd0a7zCa0Z,2021-11-01,New,2,2.0,2021-12-01
IQgGovzlhaiagz,2021-11-01,New,2,199998.0,2021-12-01
IBChOb42lCPHri,2021-11-01,New,1,1.0,2021-12-01
IBUixI10IrLBaS,2022-11-01,Retained,4,823.6,
J4xDnicJNEpjIN,2022-03-01,New,4,1700.0,
J84JMVjtpfcvMs,2022-09-01,Retained,1,10.0,
J9THu2J8YRNs1e,2022-03-01,New,3,1775.0,
JE9cQfsv6m7Wdy,2022-04-01,New,1,3001.0,2022-05-01
JGL3mRE3KC3xtZ,2022-04-01,New,1,3002.0,2022-05-01
JUc1fNSZXrsKRj,2023-04-01,Retained,3,14240.0,2023-05-01
JtyvUn02u2vEsy,2022-09-01,New,1,600.0,
IVowTQa5hSCVyv,2022-09-01,Retained,6,4770.0,
IZ00kDzMikeS9F,2023-04-01,Revived,1,500.0,2023-05-01
IdweWc9JfntKfV,2023-03-01,Retained,2,1535.4,2023-04-01
IeRZSgcrnKxsKS,2022-01-01,New,66,6408.0,2022-02-01
IiLydNBc3dWGCr,2022-09-01,Retained,19,169240.0,
IiLydNBc3dWGCr,2022-11-01,Retained,19,262970.0,
IiLydNBc3dWGCr,2023-06-01,Retained,7,80914.74,
Iv6g2krZ1jYydp,2022-04-01,Retained,2,1198.0,2022-05-01
J4vsWHyCeFP3bS,2022-03-01,New,6,201253.0,
JCVWL1bQABjjKq,2023-04-01,Revived,2,198.0,2023-05-01
IF5fJFAiPMKak2,2021-11-01,New,2,27650.0,2021-12-01
IFtk2IKsrc7reC,2021-11-01,New,3,1483.0,2021-12-01
IGFIro852HQuua,2021-11-01,New,1,100.0,2021-12-01
IN5UbBJ7rCMo4p,2023-04-01,Retained,3,37170.0,2023-05-01
INlUfH7Sle064C,2021-11-01,New,4,299996.0,2021-12-01
Ig7QjOfHaQ0XBy,2022-09-01,Retained,10,45060.0,
InZHbRaWIMHkFU,2022-04-01,Retained,3,4611.0,
Irq3JneVdhwNUr,2022-03-01,Retained,98,99608.4,
Irq3JneVdhwNUr,2022-11-01,Retained,160,260975.71,
IsLDaNqvuMhomy,2022-02-01,New,2,6.0,2022-03-01
KCxDzzoV84fvYN,2022-09-01,New,1,1.0,2022-10-01
KCxunWUIwjkQog,2023-03-01,Retained,44,100207.13,
KFrSPBrgJVHV1e,2022-09-01,New,3,12782.0,
KNYF8TQL73l45w,2023-04-01,Revived,2,17800.0,2023-05-01
GTUmaunohV7azj,2021-09-01,Revived,2,38518.0,
GaUevK0MJGkRga,2022-04-01,New,2,20.0,2022-05-01
Gj4Im9lU2YYF6J,2023-06-01,Retained,1,50000.0,2023-07-01
GRWxgRYM9Pwk5I,2022-04-01,Retained,35,58123.0,
GVyXXN2phyclLn,2021-09-01,New,2,15805.2,2021-10-01
GZCqYfpmRimivt,2022-11-01,Revived,1,16000.0,
Gfs7mPX3gOKl1d,2023-04-01,Revived,1,6.0,2023-05-01
GhH2nY3YOaioV5,2022-07-01,Retained,23,163360.0,
AEsxERLbWiBuUG,2021-09-01,Retained,456,7691994.67,
BAMtngfCljuSqb,2022-06-01,Revived,15,5250.0,
Fr9VyhZBY01Rnq,2022-03-01,Retained,3014,1566324.55,
Fr9VyhZBY01Rnq,2023-02-01,Retained,491,1179975.05,
Fr9VyhZBY01Rnq,2023-06-01,Retained,386,921082.53,
FruZz5ClJlzicc,2021-08-01,Retained,12,7859.95,
FuclK4NUXeWjfN,2021-09-01,New,1,10.0,2021-10-01
FyeSB5qhuGJQU6,2022-04-01,Retained,241,283992.47,
FyeSB5qhuGJQU6,2023-03-01,Retained,961,751946.05,
FzD0iwq1lsr5cf,2021-11-01,Retained,3,33000.0,
GIldULDf3nSLec,2022-01-01,Retained,1,500.0,2022-02-01
GayzXeBcAoYooX,2022-04-01,Retained,101,69525.0,
GayzXeBcAoYooX,2023-03-01,Retained,46,35705.0,
GXPFdBSnKi4NY4,2021-07-01,New,2,1537.5,
GXPFdBSnKi4NY4,2022-03-01,Retained,2,1890.0,
GaBNoDLfWTO4eC,2022-04-01,Revived,2,1998.0,
GaBNoDLfWTO4eC,2023-03-01,Retained,585,461616.0,
GdnwX8ZdnrBYtV,2021-09-01,Retained,27,13972.0,
GfOBkEqdHVUjo5,2021-08-01,New,1,2596.0,2021-09-01
GlGXhnvklQZD0g,2021-12-01,Revived,1,999.0,
GlGXhnvklQZD0g,2022-09-01,Retained,29,16901.0,
JeCa6QkQWwiag3,2022-07-01,Retained,1,250.0,2022-08-01
JqWZLrQOzocRti,2022-09-01,Retained,1,265.0,2022-10-01
K6Jw3tSk6xjqJi,2022-10-01,Revived,1,16998.0,
KUkpTUEafvVKde,2023-03-01,Retained,11,107999.0,
KJCCNLqmrtQvcH,2022-09-01,New,1,33.3,2022-10-01
KdevIjbvlOUaek,2022-11-01,New,2,12981.0,2022-12-01
BeqONffd79nwgs,2023-03-01,New,1,100.0,2023-04-01
CEmRV4j1u9xe5c,2022-06-01,Retained,1039,15257520.51,
CEmRV4j1u9xe5c,2022-12-01,Retained,630,10029003.54,
CpXsZ8o9nJss6h,2022-09-01,Revived,1,250.0,
CpYX9t3Fgas4LC,2023-01-01,Retained,1,38130.0,2023-02-01
FIlu07MhfgTq3W,2022-06-01,Retained,3,2270.84,
FY9Hq3lTJgiuEG,2021-11-01,Retained,41,2632.0,
FeSJD7xP5vQWw1,2021-09-01,Retained,18,20070.0,
FeSJD7xP5vQWw1,2023-05-01,Retained,15,14440.0,
FlcKp3jfu7K4lH,2023-06-01,Revived,3,7944.08,2023-07-01
Fp6palB9Ke1CC4,2022-06-01,Retained,31,74276.0,
GyLYu67HhZWALn,2022-01-01,Revived,5,48.0,
AWfMHNtPUzMi3a,2023-06-01,New,2,2037.96,2023-07-01
GORBIyY20XHPH8,2023-07-01,Retained,8,14392.0,2023-08-01
GRVbsPMWBpaHXB,2021-09-01,New,1,1.0,2021-10-01
GeAbEHDCTuY9u9,2021-10-01,Retained,119,720891.0,
GeAbEHDCTuY9u9,2022-03-01,Retained,647,3835367.0,
GeAbEHDCTuY9u9,2023-06-01,Retained,481,2205461.0,
Gg7yh8HVFh8q1q,2022-02-01,Revived,1,15000.0,2022-03-01
GgDNCNT3zcryP0,2021-12-01,Retained,6,62399.0,
GhIyEZD8A8D6mw,2023-01-01,Revived,2,60000.0,2023-02-01
GiUNCPuWwppAGY,2022-03-01,Revived,1,1.0,2022-04-01
FpYoPuufyAuJ50,2021-11-01,Retained,22,13148.0,
FvDBgkS5H9QX0D,2023-05-01,Retained,6,87917.0,
FvDBgkS5H9QX0D,2023-06-01,Retained,1,10000.0,
GPs3Ym2KVYY1aB,2021-08-01,Retained,7,3529.5,
GPs3Ym2KVYY1aB,2022-02-01,Retained,12,6660.0,
GVbt84KRZjkOSJ,2021-11-01,Retained,1,1450.0,2021-12-01
Gb8YthZGrn1ROa,2022-06-01,Retained,3,1765.7,
FIEISpe2l74syY,2023-07-01,Retained,11,12289.0,2023-08-01
FInorcO4LgJYoU,2022-05-01,Retained,37,37463.0,2022-06-01
FJSJgZkKuQ6f87,2022-01-01,Retained,287,571081.3,
FJSJgZkKuQ6f87,2023-04-01,Retained,142,293241.5,
FL2fp3ryTMJU2l,2021-12-01,Revived,1,350500.0,2022-01-01
Fi6yrgv5uX2Vr1,2021-07-01,New,1,178100.0,2021-08-01
EqXVxlVaJ5BaIc,2022-01-01,Retained,2,8074.0,2022-02-01
EqZsp6YvjElhTl,2022-01-01,Retained,370,5155008.0,
EqZsp6YvjElhTl,2023-04-01,Retained,196,4384647.0,
EqZsp6YvjElhTl,2023-05-01,Retained,298,5416441.0,
ExrMaAmBtsrYmM,2022-05-01,Retained,1,44925.35,
EySST8sVzPWgxf,2023-01-01,Retained,6,7138.0,2023-02-01
F1gbXhUWcf8u9E,2021-08-01,Retained,1299,334060.0,
F69PXlCcG0oEIn,2023-06-01,Retained,1,6214.0,2023-07-01
FIg2jGYPvo0V5S,2021-09-01,Revived,3,3497.0,2021-10-01
FJp5F9UDnBE8CG,2021-12-01,Retained,38,81458.0,
FSCkFFxIk8YdnW,2022-08-01,Retained,2,236.0,
FV0zNsNfu5XCJB,2022-01-01,Retained,268,147029.8,
FV0zNsNfu5XCJB,2022-02-01,Retained,235,133021.95,
FV0zNsNfu5XCJB,2023-05-01,Retained,1099,2662388.4,
FV0zNsNfu5XCJB,2023-06-01,Retained,1091,2579198.5,
FqfQGTgwXsAW2C,2022-10-01,Retained,1933,3969906.08,
FwG8AUfj81lLTf,2022-06-01,Revived,1,535.0,2022-07-01
G2VN4CYeRZqSDn,2021-11-01,Retained,1,10.0,2021-12-01
G7MrQ9hbHvO0lv,2022-11-01,Revived,2,720.0,
GBMNYpxo3PFAh1,2021-12-01,Retained,8,5780.0,
GBix0fuigycLkd,2022-10-01,Retained,15,4888.0,
AxZ5d2lgrUCR2W,2022-07-01,Retained,5,6910.0,
AxZ5d2lgrUCR2W,2023-02-01,Retained,3,3130.0,
B19sstHlyqgTpQ,2021-09-01,Retained,1,50.0,
BKcRWsin4vJJlG,2022-08-01,Retained,152,755765.0,
BSr2Vp83qIZYML,2022-08-01,Retained,64,122725.0,
GqKwXs382ZtBCh,2021-11-01,Retained,2,0.0,
GqKwXs382ZtBCh,2023-01-01,Retained,3,3742.0,
GqKwXs382ZtBCh,2023-04-01,Retained,4,6144.0,
GzVNcUnzHGSf9W,2023-03-01,Retained,2,5400.0,
H2fCaS5AiEOGXt,2022-05-01,Revived,1,5.0,2022-06-01
H7ta0Yhm3ewVGV,2022-08-01,Revived,2,11650.0,2022-09-01
HBrZmvUDfGRg3k,2022-07-01,Retained,6,13175.0,
FBgGXIZNKjLQ2O,2022-08-01,New,1,4330.0,2022-09-01
FHT3t2K4ID9GS4,2023-07-01,Revived,2,25399.5,2023-08-01
FOiLA3XgYXpsaM,2022-02-01,New,2,1010.0,
FPMTo9laLCDXtx,2023-07-01,Retained,2,5451.6,2023-08-01
HGzlWsrkgGefXr,2021-10-01,Retained,2,3538.0,
HST74NIjmxzKrL,2021-09-01,Retained,108,107389.0,
HVIrWRENC4AkcJ,2022-06-01,Retained,9,9.0,
HeErMg9zRgGZx5,2023-03-01,Revived,1,1.0,
FhcaNkCX4pevn0,2022-08-01,Retained,2,2625.0,
Fp4OwJ0dfMRmKk,2021-10-01,Retained,4,88548.2,
Fp5NNBcUBoCLjG,2022-08-01,Retained,186,83124.5,
GP305eeWZOHZKG,2022-07-01,Revived,3,23886.08,
GE0Eq67upQUpfh,2022-07-01,Retained,100,184282.48,
IjdNXmdHJMLvkk,2022-08-01,Revived,1,1600.0,2022-09-01
IF7MqU8lxmLGrD,2022-02-01,Retained,29,1105590.0,
INjmOZhDKsyqNr,2023-07-01,Retained,13,71000.0,2023-08-01
INmhoeLUOKmtMd,2021-12-01,Retained,11,15793.0,2022-01-01
IPMSsxrg72qy6K,2022-11-01,Retained,1,10.0,2022-12-01
Ia00LSXkab6MoK,2022-08-01,Retained,122,478209.36,
HxKlLjvFaT2VJB,2021-12-01,New,1,10.0,2022-01-01
HzdFE0kdZnpTKC,2022-03-01,Retained,3,20792.0,
I3hSfEropRgAxi,2022-07-01,Retained,235,170629.71,
ICGqbjRm8hClYb,2021-12-01,New,1,10000.0,2022-01-01
IJp1sK1vHbQIK3,2022-05-01,Retained,51,24785.0,2022-06-01
ILZgzH88vWIAP0,2022-02-01,Retained,1,1.0,2022-03-01
ITjepRUUhjGoJx,2021-12-01,New,1,200000.0,2022-01-01
GboR2BNnXqdgkW,2023-07-01,Retained,11,27231.6,2023-08-01
GlQ5ry2unUWy0d,2021-09-01,Retained,15,8720.0,
GlQ5ry2unUWy0d,2022-08-01,Retained,20,15217.0,
HE5oONQhPJDaLO,2021-10-01,Retained,1,1.0,
HEh1ZwXI5q8hhB,2021-12-01,Retained,1,1.0,2022-01-01
HKuUMeqrxEHE5H,2021-12-01,New,1,1.0,2022-01-01
HW8PR6dJ5W9D0t,2023-07-01,Retained,2,16026.49,2023-08-01
HWZkbnqOG2kcII,2022-07-01,Revived,93,6364.0,
HhP6G7Gcv62y6t,2023-07-01,Retained,24,302750.0,2023-08-01
Chbz3N6iRnYcLz,2021-10-01,Retained,73,31738.79,
GlczdlggI8zPHN,2023-06-01,Revived,2,87019.0,2023-07-01
GqKwXs382ZtBCh,2022-05-01,Revived,1,375.0,
GqKwXs382ZtBCh,2022-11-01,Revived,1,0.0,
GvcOu7Xwj8J7p1,2023-06-01,Retained,2,2400.0,2023-07-01
GzVNcUnzHGSf9W,2023-06-01,Retained,1,1800.0,2023-07-01
H0K0wxVtncRCcy,2021-07-01,New,2,3143.0,
H7QiKouzR9YFRj,2022-02-01,Retained,56,23988.4,
H7QiKouzR9YFRj,2022-11-01,Retained,125,56339.6,
HAEhBNsNKuQ7Xl,2023-06-01,Retained,1,116.0,2023-07-01
HBrZmvUDfGRg3k,2022-05-01,Retained,2,3875.0,
F40tZd98qaTJQA,2023-05-01,Retained,1,1.0,2023-06-01
FBZllaaUzrT55i,2022-06-01,New,1,15000.0,2022-07-01
FGldUD9DOL4oRg,2023-01-01,Retained,1,599.0,2023-02-01
FH8hp2DVFBurk5,2021-10-01,Retained,1,2360.0,2021-11-01
FHt7mLtxmLJhMC,2023-04-01,Revived,1,1899.0,2023-05-01
FOiLA3XgYXpsaM,2022-03-01,Retained,7,2706.0,
FUX2SZx2KgcKbi,2022-07-01,Revived,2,1000.0,2022-08-01
HM8HrzXkQFngHO,2022-03-01,Retained,1,15000.0,2022-04-01
HNdGW7sOPhHyPC,2022-01-01,Retained,7,9553.94,2022-02-01
HOaRereqc8xQ2L,2022-09-01,Retained,1,1399.0,2022-10-01
HST74NIjmxzKrL,2023-06-01,Retained,32,14400.0,
HbADNBoiF1HUWP,2022-10-01,Retained,31799,14044372.8,2022-11-01
HeErMg9zRgGZx5,2022-03-01,Retained,4,22.0,
HmahOdCdMDKPTG,2023-04-01,Revived,1,7500.0,2023-05-01
HmzHR9UFOIlaYH,2021-10-01,Retained,1,199.0,2021-11-01
HpkSCdw5AfwGEc,2021-09-01,New,1,525.0,
HpkSCdw5AfwGEc,2022-01-01,Revived,1,904.99,2022-02-01
FhcaNkCX4pevn0,2022-03-01,Retained,4,2350.0,
Fp4OwJ0dfMRmKk,2021-08-01,Retained,3,11760.52,
Fp4OwJ0dfMRmKk,2022-02-01,Retained,4,108251.25,
Fp55oEBW24j5AQ,2022-02-01,Revived,8,11742.0,
G4V89fyIJeE0bY,2021-08-01,Retained,2,3191.0,2021-09-01
G9T6dMXCHXVP0F,2022-01-01,Retained,12,3715.0,
GP305eeWZOHZKG,2022-09-01,Retained,1,6841.16,
GP305eeWZOHZKG,2022-10-01,Retained,3,15243.6,
GE0Eq67upQUpfh,2022-05-01,Retained,42,109687.5,
GE0Eq67upQUpfh,2022-09-01,Retained,98,189947.05,
GE0Eq67upQUpfh,2022-10-01,Retained,64,139088.04,
GE0Eq67upQUpfh,2023-06-01,Retained,103,197380.4,
IfhdBoD4MxjewY,2022-01-01,New,1,800.0,2022-02-01
IjdNXmdHJMLvkk,2022-10-01,Revived,1,3550.0,
IjdNXmdHJMLvkk,2023-06-01,Retained,7,11887.5,2023-07-01
Hw9fT7YDuu4GRK,2023-06-01,Revived,1,15000.0,2023-07-01
I2bn3rKrUzvkw3,2021-11-01,New,1,1399.0,2021-12-01
I6X6yPlcC4UTko,2022-11-01,Retained,1,12360.0,
IBB3jsqxTnK5rs,2022-03-01,Retained,2,802.0,2022-04-01
IF7MqU8lxmLGrD,2022-03-01,Retained,19,1082992.0,
IFZq8yHiG1ETWg,2021-10-01,New,1,10.0,2021-11-01
IH04Qwg4mPfroc,2023-06-01,Revived,1,5.0,2023-07-01
IRQirZZMJqVOWB,2021-11-01,New,2,199996.0,2021-12-01
IWtYLpUUAhIRMn,2022-12-01,Retained,1,66175.74,2023-01-01
IYVFUEu6eAzSL9,2022-10-01,New,1,100.0,2022-11-01
Ia00LSXkab6MoK,2022-11-01,Retained,120,745889.69,
HzdFE0kdZnpTKC,2022-01-01,Retained,6,20924.0,
HzeduHe8jALU4S,2022-04-01,Retained,1,14350.0,2022-05-01
I3F9SdNI0edRo9,2022-04-01,Retained,84,873960.0,2022-05-01
I3hSfEropRgAxi,2022-05-01,Retained,132,95021.55,
I3hSfEropRgAxi,2022-10-01,Retained,230,169331.67,
I8R9lb16wF1cxZ,2022-03-01,Revived,1,10.0,
IJ8U4G3Qq7aSHx,2022-01-01,Revived,9,16922.0,
IMW1kOhLKkmjsO,2021-11-01,New,4,300000.0,2021-12-01
IN3x4PRTbdK4rW,2021-11-01,New,2,40010.0,2021-12-01
IPT7DFle3K0fy4,2022-01-01,New,1,1000.0,2022-02-01
GWadbIvTD4aFQh,2022-03-01,Retained,2,38200.0,2022-04-01
GhqOMFUOEEFktS,2022-04-01,Revived,66,98034.6,2022-05-01
H6fqZQVrbKhXFn,2021-09-01,Revived,4,1045.0,2021-10-01
HAfRSakcXZUezv,2021-11-01,Retained,7,500.0,2021-12-01
HCx2nmpkA2Mfu1,2021-08-01,Retained,1,2000.0,
HCx2nmpkA2Mfu1,2022-01-01,Retained,16,32000.0,
HCx2nmpkA2Mfu1,2022-04-01,Retained,27,69200.0,
HNGfz7NWiqvW4G,2022-01-01,New,1,1.0,2022-02-01
HS8qVNkcoa5Y7N,2022-05-01,Revived,1,1.0,
HS8qVNkcoa5Y7N,2023-06-01,Retained,1,9999.0,2023-07-01
HSudbGye6Rtadh,2022-12-01,New,132,13855.0,2023-01-01
HWZkbnqOG2kcII,2022-10-01,Retained,1,81.0,
HYkeyOFaE7cdMy,2021-07-01,New,2,599.0,
HakY1VMrsqCd1K,2021-09-01,Retained,1,1.0,2021-10-01
HeJv72mPEDQq2Q,2022-02-01,Retained,36,18000.0,
HeJv72mPEDQq2Q,2022-11-01,Retained,95,54000.0,
HkAhJFWE7bG4wP,2021-10-01,Revived,1,299.4,2021-11-01
Hlmssn8fz12HzC,2022-01-01,Retained,437,552370.88,
Hlmssn8fz12HzC,2022-11-01,Retained,197,364009.0,
GEpHDC8aJSWCwW,2023-05-01,Revived,1,150.0,2023-06-01
GP74Ohn1eRbMPt,2021-07-01,New,1,938.0,2021-08-01
BEIjcsNv7fW4Io,2021-07-01,New,1,41000.0,2021-08-01
BEIkExfxzhMAz2,2023-04-01,Revived,1,60000.0,2023-05-01
BEIpcF2iZ2rVyh,2022-12-01,Revived,2,45810.0,2023-01-01
CUusm1vshEALfc,2021-11-01,New,1,1000.0,2021-12-01
CaGTNWZz1OfSXs,2021-09-01,New,15,12455.3,2021-10-01
CeWCEkQ4JjOu60,2021-07-01,New,7,35775.2,
Chbz3N6iRnYcLz,2023-06-01,Retained,52,26041.26,
DcTgXtV76ps970,2022-04-01,New,1,5000.0,2022-05-01
Djrvm0mppET8we,2021-07-01,New,435,1121432.1,
Djrvm0mppET8we,2022-05-01,Retained,7,19765.5,
Djrvm0mppET8we,2022-10-01,Retained,54,196342.0,
Djrvm0mppET8we,2023-06-01,Retained,124,442660.0,
EAhp8n2SxSeFBh,2022-07-01,Revived,1,997.0,2022-08-01
EDpXMdMUhOiFuf,2021-07-01,New,4,3805.0,
ETJGpCVnxZcaPF,2022-09-01,Retained,3,615.0,2022-10-01
ElCkYBp1cSVo0L,2022-05-01,Revived,1,7092.0,
Enw6roKLdN4wxa,2022-02-01,Retained,6,200000.0,
IY2dJl3Yok1frJ,2022-12-01,Revived,1,2800.0,2023-01-01
IZCMukyns9M4cx,2022-05-01,Retained,12,79000.0,
IZCMukyns9M4cx,2023-06-01,Retained,24,121678.0,
IcWNU1lGGtQBMv,2022-05-01,New,1,722.4,
IcWNU1lGGtQBMv,2023-06-01,Revived,2,780.0,
IfC16A2BQDH8Go,2022-02-01,Retained,225,143377.5,
IfC16A2BQDH8Go,2022-11-01,Retained,27,22935.0,
Ii0ofmbGc0ZvXr,2022-05-01,Retained,20,968995.0,
Ii0ofmbGc0ZvXr,2022-11-01,Retained,14,548865.0,
Iitwk2cjLvQO2w,2022-03-01,Retained,1,400.0,
EoVGsxiN4qG1gu,2022-03-01,Retained,9,78935.0,
EoVGsxiN4qG1gu,2022-05-01,Retained,13,51573.0,
EtJBFM8fDXIIMw,2022-04-01,New,1,4000.0,2022-05-01
F1LRoSQHLjSOHP,2022-02-01,Retained,4,11279.28,
F3fTTsBiQNpauj,2021-07-01,New,1,1.0,2021-08-01
F6Vbn3y04ai1Ne,2022-03-01,Retained,7,384668.95,
FDcS4iadmyX6bf,2022-05-01,Retained,78,10546.22,
FDcS4iadmyX6bf,2023-06-01,Retained,126,84701.0,
IL4XvMjWU5zVfq,2022-09-01,Retained,1,599.0,
IN3W56WtJNV3H2,2022-01-01,Retained,21,984099.0,
KMnu0Enjf7JApg,2022-12-01,Retained,1,4500.0,2023-01-01
BKcRWsin4vJJlG,2021-08-01,Retained,104,667770.0,
