merchant_id,payment_month,mtu_type,txn_count,gmv,churn_month
GEWcpWgSiWJGMv,2022-06-01,Retained,235,134722.0,
GEWcpWgSiWJGMv,2023-01-01,Retained,20,12673.0,
GEWcpWgSiWJGMv,2023-06-01,Retained,219,48937.0,
Ew6KdPWyrv68eu,2021-10-01,Retained,10,276000.0,
F1KlWBtXhoiO62,2021-11-01,Retained,2,5000.0,
F1KlWBtXhoiO62,2023-02-01,Retained,13,17301.0,
F9hodGmcdv7lME,2021-10-01,Retained,6,4800.0,
F9hodGmcdv7lME,2023-01-01,Retained,2,1600.0,
FEpKXadQZrBiLc,2021-11-01,Retained,5,58875.0,
FJahOaahnBPRsA,2021-10-01,Retained,180,403220.5,
FRjzgsupXZx0Iq,2021-10-01,Retained,14,5463.0,
FRjzgsupXZx0Iq,2022-06-01,Retained,2,820.0,
FRjzgsupXZx0Iq,2023-01-01,Retained,29,6342.0,
FUan6HXUtFOIrw,2021-12-01,Retained,1,2500.0,2022-01-01
GBeSyNiJTGurhX,2023-04-01,Retained,2,4.0,
GGoARwGauGhNBT,2022-08-01,Retained,6,1415.0,
GHdH9aVTJSTvLX,2021-11-01,Retained,2304,3027448.0,
GKp1ylkWHDNDnT,2021-11-01,Retained,19,83273.38,
GKp1ylkWHDNDnT,2023-02-01,Retained,13,5436.7,
GRajSjlSj3dpZg,2023-02-01,Retained,7,166358.06,
FbNFkK14ItYYdn,2022-06-01,Retained,1,2000.0,
FpJLUr2NV8Pwh7,2021-12-01,Revived,1,6046.0,2022-01-01
FrU5JsSlIHurJ5,2021-10-01,New,2,4500.0,
FrU5JsSlIHurJ5,2022-06-01,Retained,13,66177.0,
FrU5JsSlIHurJ5,2022-12-01,Retained,10,140552.0,
Frw8WADTNYwUBh,2021-10-01,Retained,6,3883.95,
Frw8WADTNYwUBh,2023-01-01,Revived,1,470.09,
FtqJsRWZqa2fh8,2021-10-01,Retained,880,44335397.0,
FtqJsRWZqa2fh8,2023-01-01,Retained,382,1402900.0,
Fz0PBi7SLDi5RJ,2021-07-01,New,88,343000.0,
Fz0PBi7SLDi5RJ,2023-01-01,Retained,99,510500.0,
Fz0PBi7SLDi5RJ,2023-06-01,Retained,84,459500.0,
G2jBCFTsvh9ep8,2023-07-01,Retained,43,26166.0,2023-08-01
G5jI7Uh3Zc4ljH,2022-01-01,Retained,62,236834.0,
Exm4CP98vD0xXo,2023-07-01,Retained,2,3761.8,2023-08-01
F4SMOCmhufcqhl,2022-05-01,Revived,1,1.0,
FFWxiByDQS3VH8,2021-07-01,New,7,26280.55,
FFWxiByDQS3VH8,2021-10-01,Retained,6,25339.28,
FFWxiByDQS3VH8,2022-05-01,Retained,4,16717.72,
FMh377xIaAZweJ,2021-10-01,Revived,1,1.0,2021-11-01
FTUtPqkhwmPh9t,2022-12-01,Retained,37,16175.0,
FV5Yx6bnjmyBQY,2021-07-01,New,16,5594.0,
FaW4LZL5gxHhf2,2022-05-01,Retained,8,90.0,
EpL1QBVq0tlCmG,2022-02-01,Retained,1254,1807275.5,
EqGbh6qwN5L1HR,2023-06-01,Retained,5,3350.0,2023-07-01
Et24DKXwo7a3MV,2021-12-01,Retained,2,378.0,
EuvNIqFHjmXezA,2021-11-01,Retained,3,2997.0,
EuvNIqFHjmXezA,2023-02-01,Retained,23,34105.8,
FMfmK3DR4XZGyu,2023-04-01,Retained,3,2300.0,
FVjCn7GGcBHj3l,2022-09-01,Retained,2,50000.0,2022-10-01
Ftampjt3gAiSDP,2023-04-01,Retained,1,297.0,
FvobQ5STLkl2a6,2023-01-01,Retained,24,332278.0,
Fm1uu35OQL04x2,2021-09-01,Retained,1,4700.0,2021-10-01
Fu1p1Fc1Xj4iSy,2022-06-01,New,1,2900.0,2022-07-01
Fwe6aGbtrsVnax,2023-01-01,Retained,2,90010.24,2023-02-01
G10whNW7tw6X9p,2021-10-01,Revived,1,700.0,2021-11-01
G3Xsn7SiV4COa0,2022-10-01,Retained,30,30393.63,
G3Xsn7SiV4COa0,2023-06-01,Retained,7,6164.1,
G8avDx6KADF4bB,2022-05-01,Retained,279473,1345302335.33,
GERFnQco1zJDAq,2021-09-01,Retained,5,4152.83,2021-10-01
GG6BkKpG735wLw,2023-06-01,Retained,11,29502.0,2023-07-01
Gk7XWsOC2flIHy,2021-07-01,New,2,215.0,
GvbAsIkY2SxC6F,2022-01-01,Retained,62,57660.0,
H5CzlyXxP4hKOL,2021-08-01,Retained,1,650.0,
H5CzlyXxP4hKOL,2022-01-01,Retained,12,7800.0,
H5CzlyXxP4hKOL,2022-04-01,Revived,6,4550.0,
H5CzlyXxP4hKOL,2022-11-01,Retained,10,7350.0,
HCARxMopWnrsLy,2021-11-01,New,1,12.0,2021-12-01
HCQ41Tkid7mUbF,2022-10-01,Revived,2,5310.0,
HIfAF5y8MPKni0,2021-11-01,Retained,49,384116.0,2021-12-01
HNG4z131dQpU8s,2022-07-01,New,33,5068.0,2022-08-01
HNIAqiwOOihVUG,2022-10-01,Revived,1,325.0,
HPMcPysKqyKbxZ,2022-01-01,Retained,15,15887.0,
HZ5gFIw2HxzP2K,2022-12-01,Revived,1,2.0,2023-01-01
Hfx7BqTRG8i8R0,2021-09-01,Retained,1,630.0,2021-10-01
HhSsUMDUHy3r3x,2022-07-01,Retained,1,1400.0,2022-08-01
Hj7zxC84MfA3ct,2021-08-01,New,1,1.0,2021-09-01
HjT0g1kFTUPLCK,2023-06-01,Revived,2,305800.0,2023-07-01
HmZMveyWMnc23m,2022-02-01,Retained,17,5225.0,
HpNXB4PEnlFl0s,2021-08-01,New,8,406.0,2021-09-01
HrR90CLFd9i7t7,2022-03-01,New,1,11.0,2022-04-01
Hw4RfBjwPoZTLd,2023-06-01,Revived,1,15370.0,2023-07-01
GbpSJbLprUSScb,2022-01-01,Retained,13,80886.0,
Gcz4ZdESc5B7bo,2022-04-01,Retained,2,105.0,2022-05-01
GkTVZuQYmqJcsA,2023-06-01,Retained,1,18300.0,2023-07-01
GlFglAz9EnOsSq,2022-05-01,Retained,43,99873.0,
GlFglAz9EnOsSq,2022-09-01,Retained,17,5583.0,
GlFglAz9EnOsSq,2022-10-01,Retained,6,129200.0,
GMMIqoWIawIUru,2021-11-01,Revived,2,1236.25,2021-12-01
GMUzs0ZrsDV2kZ,2023-01-01,Revived,5,498.0,2023-02-01
GQ3GUJF71ssedk,2021-07-01,New,1,999.0,2021-08-01
GT9RVtM6yUrWzL,2022-01-01,Retained,17,34857.0,
H4e1fwcsDnWnx0,2022-02-01,Retained,1,1.0,
HDeafLU5gBZkdZ,2021-07-01,New,1,2499.0,2021-08-01
HFiyFbD43pC4pb,2022-09-01,Retained,24,154374.66,
HFiyFbD43pC4pb,2022-11-01,Retained,14,100464.92,
HJJRE8DmfDoAmp,2022-11-01,Retained,6,1884.3,
HNJFnhiMhrHI7q,2023-06-01,Retained,5123,4470075.0,
HO6IEajQ5EAqdd,2021-10-01,Retained,3,1682.1,2021-11-01
HaIEGfhgz7nqLq,2021-09-01,Retained,3,62.0,2021-10-01
HaP2akFGd97zW6,2021-09-01,Retained,8,24100.0,2021-10-01
HeJSJsrOinnWHm,2021-08-01,New,1,10.0,
Hf3a14iKbujOLp,2021-11-01,New,1,235.39,2021-12-01
HgP6iTDdRWvXW4,2021-11-01,Retained,1,5250.0,2021-12-01
HkBfG3S76wgy4U,2021-10-01,Revived,1,1850.0,2021-11-01
Hw70IuY3Vli4dB,2023-01-01,Retained,1,1.0,2023-02-01
HwYq81Ve0A6OtG,2022-05-01,Retained,3,3693.2,
HwYq81Ve0A6OtG,2022-11-01,Revived,1,1799.1,
HxdqZSdcD1H6IW,2021-09-01,New,1,10.0,2021-10-01
I1Muaq6dKyzE1j,2021-09-01,New,1,10.0,2021-10-01
IB0bdHQAADVL3P,2021-10-01,New,1,1.0,2021-11-01
IF6Cz70M0Wjc1j,2021-11-01,New,1,349.0,2021-12-01
IFWVlRYY5YAvmX,2022-01-01,Retained,13,2740.3,
IFWVlRYY5YAvmX,2022-05-01,Retained,296,68539.8,
IIH6m9mGS2BVYD,2021-11-01,New,6,1639.0,2021-12-01
IJsFKQaSKI7kyj,2022-10-01,New,1,1.0,
I07EAPlQPPy9gW,2022-02-01,Retained,2,1000.0,
GPmLbwDMguZBZc,2022-02-01,Retained,4,1196.0,
GSJ8djqmq75H3S,2022-12-01,Retained,1,1650.0,2023-01-01
Gcw3YPBiKICISx,2022-01-01,Retained,7,5795.0,
Gf0mzXlCYYfSGl,2023-06-01,Revived,114,11400.0,2023-07-01
ILqy9WkKb87t70,2022-03-01,Retained,58,11868.0,
ILqy9WkKb87t70,2022-09-01,Retained,7,1431.6,
ILyQNbSiYc1WdI,2022-02-01,Retained,1,8131.0,
ILyQNbSiYc1WdI,2022-04-01,Retained,2,31895.0,
I4rfspOaDPUHGu,2022-07-01,Retained,1,4800.0,2022-08-01
I6PUg9TyJ0j8I0,2023-05-01,Revived,1,6000.0,2023-06-01
HhoBbBOrx6GUW1,2021-10-01,Revived,1,10000.0,2021-11-01
HlpRzihhJ6DUgg,2021-08-01,New,18,59600.0,
HnLd52nsuFvkGt,2022-11-01,Retained,55,41855.21,
I2xevcxciwfdg6,2021-10-01,New,1,11.0,2021-11-01
I7AsvpbJy5c2yw,2023-06-01,Retained,51,70564.1,
GoVN5H9Wnj15JL,2023-04-01,Revived,1,20000.0,2023-05-01
HBMyUU2xVEF76J,2021-10-01,Retained,1,15000.0,2021-11-01
HKDmcNZx0Or406,2021-07-01,New,2,3600.0,2021-08-01
HO96dKxY0Dz7yh,2022-10-01,Revived,2,685.0,2022-11-01
HObifZ1ixlb1ea,2021-07-01,New,3,3.0,2021-08-01
HY9CE3cgay8Upe,2022-11-01,Retained,4,840.0,
HgcEGwPq5COivD,2022-02-01,Retained,404,137460.0,
HgcEGwPq5COivD,2022-11-01,Retained,576,199478.0,
HgmmvjksJ9FOMs,2022-09-01,New,3,4.39,
HgmmvjksJ9FOMs,2022-10-01,Retained,20,22.14,
HhPA0y7kUvIzVa,2021-08-01,New,2,11.0,2021-09-01
HsACO4GS0TPPyx,2022-02-01,Retained,1,7291.0,
Hv68G52CIajS72,2021-09-01,New,1,50.0,2021-10-01
Hw9N0MPiQtCzHL,2021-09-01,New,1,1.0,2021-10-01
HyDHAqkNTR3S42,2021-10-01,Retained,3,20000.0,2021-11-01
GqYZF7A4f3uywf,2021-07-01,New,12,36887.0,
GrJZCwOswdynl5,2022-10-01,Retained,366,1297420.0,
GrJZCwOswdynl5,2023-06-01,Retained,82,446000.0,
H7BHfmhKLXxNhf,2023-04-01,Retained,1,1249.0,2023-05-01
HFQrjeGohmyyfw,2022-05-01,Retained,47,51180.23,
HFQrjeGohmyyfw,2022-09-01,Retained,110,110446.52,
HFQrjeGohmyyfw,2022-11-01,Retained,90,95752.48,
HIVu9SiUg1B0Bv,2021-07-01,New,12,10800.0,
HIsqDkKQKiTZRF,2021-08-01,Retained,11,4125.0,
HIsqDkKQKiTZRF,2022-02-01,Retained,1844,574325.0,
HNcAjukpYIMoHz,2023-01-01,Retained,5,7925.0,2023-02-01
HObydFrVfZxcJp,2021-08-01,New,1,1027.0,2021-09-01
HTcayl8c37nPIG,2021-11-01,New,1,1.0,2021-12-01
GOKDQmRDHBk97m,2021-07-01,New,1,590.0,2021-08-01
HViZ2CZO1C7GAQ,2021-08-01,Retained,3,2700.0,2021-09-01
Hge5YJzCXF2ZNF,2022-09-01,Retained,63,66742.45,
Hge5YJzCXF2ZNF,2022-10-01,Retained,41,44788.6,
HvaGbiWeJ7zk06,2021-09-01,New,1,50.0,2021-10-01
KQUyWPBBL0F1oo,2022-10-01,New,1,1.0,2022-11-01
GIVLGuz95X9Bm0,2022-12-01,Revived,35,308500.0,2023-01-01
GnQAtx4qe9xeU8,2023-06-01,Retained,3,1197.0,2023-07-01
GtApVyM0fnHb7c,2022-05-01,Retained,6,205.0,
GyfGskCihczVYt,2022-10-01,Revived,5,15993.74,
H2HjDC8iPASdRV,2022-07-01,Retained,1,529.0,2022-08-01
HB0Du9pRJbMMJC,2022-06-01,Revived,4,61034.86,2022-07-01
HHGyy58NjzlMA9,2022-04-01,Retained,1,116.0,2022-05-01
FBtd8ySpy28ddO,2021-09-01,Retained,1,1000.0,
FBv9cV5J3RdPHT,2023-02-01,Retained,2,23605.0,
FBv9cV5J3RdPHT,2023-03-01,Retained,7,109680.0,
FH9m7yzNJkVfb2,2021-12-01,Retained,1,2950.0,
FIGLZbS6I46HsB,2022-06-01,Retained,2,7500.0,2022-07-01
FL5DGXNg8FbUT7,2022-05-01,Retained,2,60900.0,2022-06-01
FMkYpSVdY5iHPa,2023-07-01,Retained,2,3697.0,2023-08-01
Fl9pOIY3JWTsJm,2022-12-01,Retained,3,9300.0,2023-01-01
FlaW44ZKNIxD3d,2021-12-01,Retained,21,31887.14,
FlaW44ZKNIxD3d,2022-09-01,Retained,12,24457.52,
FqF5gSAzn564MX,2022-05-01,Retained,5,7994.4,
G32ONCrEldI0vD,2022-01-01,Retained,24,39066.2,
G8w8uo2AKIj9av,2021-08-01,Retained,1,278.5,2021-09-01
GCOkTj1cw579Re,2022-04-01,Retained,210,400048.0,
GJCrPaJhHciY39,2023-04-01,Retained,1,13007.9,
GYGvqNCHAbw3bA,2023-04-01,Retained,2204,107095.0,
GCAkutSKAhu7Up,2022-10-01,Retained,9,10312.0,
F6L69p5HiKOdza,2022-08-01,Retained,27,34381.0,
FAXmtb8O7qfTA0,2022-07-01,Retained,18,11139.3,
FBhfUKseq6G2Ge,2022-07-01,Retained,14,48986.0,
FLX5ERbCQ6ubz8,2021-09-01,Retained,10,8483.0,
FLX5ERbCQ6ubz8,2022-02-01,Retained,21,5346.0,
FLX5ERbCQ6ubz8,2022-08-01,Retained,25,17239.35,
F7ftKNOGFN4dsl,2022-04-01,Retained,95,57995.0,
FDbJjRioUNCOf6,2022-10-01,Retained,2,533.0,2022-11-01
FFXvfpnCBYtcB9,2022-04-01,Retained,2,873.0,
FHUPBJAnFslYIp,2022-08-01,Retained,54,63000.0,
FHUPBJAnFslYIp,2023-05-01,Retained,674,677000.0,
FScdDO6rT5ebtc,2022-12-01,Retained,1,50000.0,
G44GItKe8lL01b,2022-07-01,Retained,41,549600.0,2022-08-01
G8avDx6KADF4bB,2022-01-01,Retained,262726,1540437060.42,
G8avDx6KADF4bB,2022-11-01,Retained,311271,1412970578.91,
GB0lq68WdON0rU,2023-05-01,New,1,50.0,2023-06-01
GHDsvgwxxnlNVK,2021-10-01,Retained,10,11990.0,2021-11-01
Gk7XWsOC2flIHy,2022-08-01,Retained,2,1080.0,
Gq11H581ncyiy3,2021-12-01,Retained,2,1575.0,
GvbAsIkY2SxC6F,2022-04-01,Retained,54,58740.0,
H1xkRQLFAkFgnT,2023-01-01,Revived,1,579.0,2023-02-01
H5CzlyXxP4hKOL,2022-07-01,Retained,10,6500.0,
HKVALLsyk0VsKE,2021-09-01,New,2,998.0,
HLku2QbBgSCBn0,2021-07-01,New,2,900.0,2021-08-01
HNIAqiwOOihVUG,2023-06-01,Revived,3,500.0,
HPMcPysKqyKbxZ,2021-12-01,New,1,500.0,
HQUv77CIJHBdtP,2021-10-01,Retained,13,130.0,
HVYukIkX5pJLMv,2021-08-01,Retained,1,16460.0,2021-09-01
Hho99vSdNwk82C,2023-07-01,Revived,1,181560.0,2023-08-01
HmZMveyWMnc23m,2022-05-01,Retained,5,2210.0,
Gt74PGZw3cd0kZ,2022-09-01,Retained,5,1444.7,
HBU0x1TyZUXJZf,2022-12-01,New,2,110.0,
HRamQM7rT1E8pf,2021-12-01,Retained,42,16085.0,
HRamQM7rT1E8pf,2022-02-01,Retained,30,10170.0,
HRamQM7rT1E8pf,2022-03-01,Retained,26,9580.0,
HgcEGwPq5COivD,2022-06-01,Retained,635,200287.0,
HgcEGwPq5COivD,2022-12-01,Retained,1010,641908.0,
HgcEGwPq5COivD,2023-06-01,Retained,269,97041.0,
Hrl0SQE3oLkyFA,2022-09-01,Retained,1,21000.0,
Hrl0SQE3oLkyFA,2022-10-01,Retained,57,1177000.0,
HFQrjeGohmyyfw,2021-07-01,New,1,165.0,
HFQrjeGohmyyfw,2021-11-01,Retained,33,32369.2,
HFQrjeGohmyyfw,2022-10-01,Retained,87,86707.77,
HIsqDkKQKiTZRF,2021-09-01,Retained,131,39300.0,
Hge5YJzCXF2ZNF,2021-12-01,Retained,21,17578.0,
Hge5YJzCXF2ZNF,2022-04-01,Retained,80,77702.35,
Hge5YJzCXF2ZNF,2023-03-01,Retained,100,121416.0,
Hmi4nnqCdpS8yA,2022-01-01,Retained,1,580.0,2022-02-01
HwpwqC4xnGEUHE,2022-12-01,Revived,1,60.0,2023-01-01
HxzIMpbqIGIKUo,2021-09-01,New,1,1.0,2021-10-01
KS4IeKKJj4FNyl,2022-10-01,New,14,125976.0,
KnN7N6j4z1gvzY,2022-12-01,New,11,3100.0,
GIn4cF5JWOrKUc,2022-02-01,Retained,2,3948.0,2022-03-01
Go5tODvv6BCyy8,2022-10-01,Revived,1,299.0,2022-11-01
HFN6IHVRBUjEQs,2021-09-01,New,1,1.0,
JPCa1ZuADqw803,2023-03-01,Retained,11,17738.1,
JkqsusfsTpe909,2022-08-01,Retained,1080,2288518.0,
JqqaAmricT4Pxk,2023-02-01,Retained,175,934007.0,
JqqaAmricT4Pxk,2023-06-01,Retained,16,192490.0,
JymSUtpW0VRuXH,2022-08-01,New,22,44.0,
IdDTTl9K2tXPWN,2022-07-01,Revived,1,800.0,2022-08-01
It2XJcasY4msbh,2023-06-01,Retained,5,1199.0,2023-07-01
J2yJ4qA8av0bob,2023-07-01,Revived,1,8709.89,2023-08-01
J46RyzeKUBjEJ3,2022-03-01,New,1,20.0,2022-04-01
J9Mm9GgjSaiAkn,2023-03-01,Retained,2,698.0,
IObINynR2lDrkF,2022-07-01,New,1,2650.0,2022-08-01
IZGTFWrxTYUzrW,2023-01-01,Retained,6,5640.83,
IjS8TB6tittEAR,2022-01-01,New,1,10.0,2022-02-01
ItQDS97WJ1fsyC,2022-02-01,New,1,10.0,2022-03-01
J077bLzkqximSm,2022-04-01,Retained,12,80400.05,
J077bLzkqximSm,2023-02-01,Retained,20,37500.0,
JAc7wA0kIuoTcv,2022-04-01,New,25,18497.0,2022-05-01
JYiazsZGEJLZZ7,2023-06-01,Revived,1,10.0,
Jb1MugKrvAsHK9,2022-09-01,New,1,8000.0,2022-10-01
JxUwzPUlwtJ6Sx,2022-11-01,Retained,32,3200.0,2022-12-01
I9xurcwNE1NM1V,2022-12-01,Retained,6,40994.0,2023-01-01
K2P6YYqD61ebyW,2023-06-01,Retained,9,7811.0,
KNeR9ESxsbCrCE,2022-09-01,New,1,1.0,2022-10-01
KO9wkBhFV6JhaQ,2022-10-01,New,1,10.0,2022-11-01
KTt9nR8qgEyDR2,2022-10-01,New,1,10.0,2022-11-01
KUo2oTXOQYeJp0,2023-04-01,Retained,2,20700.0,2023-05-01
Kd9v559UHDdttU,2023-01-01,Retained,1759,1446585.48,
IgUHQxv4Qcqkr0,2022-10-01,Retained,15,21656.25,
IhV4yTLB2M3J0h,2022-02-01,New,1,1.0,2022-03-01
IPgPui4TZpuGP1,2022-06-01,Retained,23,7605.0,
IICDTlwpKkfrUK,2022-07-01,Revived,1,900.0,2022-08-01
GRaifRB3OdDbeP,2023-05-01,Retained,2,486670.0,2023-06-01
GR5znMIDrIBuUN,2021-12-01,Retained,11,9407.0,
GX3AoI2TRcmUcU,2021-12-01,Retained,1,3000.0,
GZ7p4Qngvwy0HI,2021-07-01,New,6,15942.5,
GZ7p4Qngvwy0HI,2022-03-01,Revived,2,3998.0,
Gaews9gGwQzbIr,2021-09-01,Retained,7,3039.0,
Gaews9gGwQzbIr,2022-12-01,Retained,7,4694.0,
Gaews9gGwQzbIr,2023-06-01,Retained,2,5547.0,
IWwvwrU7PQjobX,2022-01-01,New,1,10.0,2022-02-01
Ig3c8XUKgLt5XG,2022-04-01,Retained,4,20000.0,
Ig3c8XUKgLt5XG,2023-02-01,Retained,10,53000.0,
IgnlZ5MdYYtjrA,2022-03-01,Revived,1,1.0,2022-04-01
IiLZkVPyw9zb2E,2022-12-01,Retained,111,959187.44,
IiLZkVPyw9zb2E,2023-05-01,Retained,218,2228642.25,
IxpLtqI1KPzEtm,2023-03-01,Retained,1,1288.0,2023-04-01
DFhjj8JJmjwSAw,2022-11-01,Retained,83,2192219.0,
DWOB4sfw6igIZZ,2022-11-01,Retained,557,1347051.0,
DfjKSO0AIRgHTT,2023-06-01,Retained,6,24108.0,2023-07-01
DpJysa3OfTq0ax,2023-03-01,Retained,2,30500.0,2023-04-01
DuUO5fZCP0JXEq,2022-09-01,Retained,29,40524.0,
DuUO5fZCP0JXEq,2023-03-01,Retained,83,69576.0,
E2WAZiRLY3Czzp,2022-09-01,Revived,2,27400.0,2022-10-01
ELj6UWGpu9tnmO,2022-12-01,Retained,1,11000.0,2023-01-01
ELj6UWGpu9tnmO,2023-04-01,Retained,1,7000.0,2023-05-01
EXKDB2zW4LRsiE,2023-03-01,Retained,1,33000.0,2023-04-01
Ea0khMEnUuXNfm,2023-04-01,Retained,358,1319911.0,2023-05-01
EfTunkYSieAc9Y,2022-09-01,Retained,19,6239.0,
EfctFKt3DsiTXv,2021-08-01,Retained,62,415121.0,
EfctFKt3DsiTXv,2022-11-01,Revived,11,22002.0,
EntEDGebENT4Vb,2022-09-01,Retained,384,746823.0,
EntEDGebENT4Vb,2022-11-01,Retained,353,862048.0,
EntEDGebENT4Vb,2023-06-01,Retained,249,573468.0,
Hzynftc1IfcAwC,2021-10-01,New,1,1.0,
I4mRJUeworb6hZ,2021-12-01,Retained,24,1120.0,2022-01-01
9NpBvih8SA7vWO,2021-10-01,Retained,356,90751.0,
GdR7O5gZ4UzE7t,2021-10-01,Retained,1,260.0,
GdR7O5gZ4UzE7t,2022-06-01,Retained,7,3640.0,
GdR7O5gZ4UzE7t,2022-12-01,Retained,3,3080.0,
GdR7O5gZ4UzE7t,2023-06-01,Retained,1,360.0,
GeUBMNHiCgmTQk,2022-10-01,Revived,3,1772.5,2022-11-01
GhPhr2FINijg2I,2021-08-01,Retained,15,12822.57,2021-09-01
GuPMmoXJ4gMDs5,2022-08-01,Revived,5,289.0,2022-09-01
GvvOn7fjHLanF4,2021-10-01,Retained,17,478.0,
GyhJgOkh1otlbX,2021-11-01,Retained,18,13900.0,
GzyXo58lsQ7jK8,2022-02-01,Retained,28,16520.0,
GwlpsD4pTUrjuR,2021-12-01,Revived,3,10936.0,
HAbQn5VMa27aK6,2023-02-01,Retained,20,17039.0,
HAvgMLQ1DdQvju,2021-10-01,Retained,2,8040.95,
HAzDT5xho8aajI,2022-06-01,Retained,38,72104.7,
HMq0ifbfXmnHrE,2021-10-01,New,1,10.0,2021-11-01
HQWM5U6k0rPPaO,2021-12-01,Retained,1,1.0,2022-01-01
HTYjIkPvX4Y9pP,2021-10-01,Retained,17,261500.0,
HTYjIkPvX4Y9pP,2021-11-01,Retained,17,680999.0,
HViHibD7d1Bvcq,2023-04-01,Retained,1,1159.0,
HY0jnklwpF02ZV,2022-01-01,Retained,1,1.0,
HZ7u6g5N58mYkG,2021-11-01,Retained,11,27132.0,
HZ7u6g5N58mYkG,2021-12-01,Retained,2,6915.0,
HZ7u6g5N58mYkG,2022-05-01,Retained,2,4602.0,
Fa1sFVoqxhMb9I,2021-11-01,Retained,14,5982.0,
Fa1sFVoqxhMb9I,2023-02-01,Retained,9,3141.0,
Fe6TeI4EpSQkPn,2021-12-01,Revived,1,14160.0,2022-01-01
FoFeGGty9nCLVW,2021-08-01,Retained,2,3.0,2021-09-01
FvrZvoPC0msdVc,2022-10-01,Retained,4,52550.0,2022-11-01
G4dUcR49u6ExEa,2022-03-01,Retained,4,84208.0,
G4dUcR49u6ExEa,2022-05-01,Retained,6,120978.0,
Er3vBS8TE3bmuo,2021-07-01,New,2,780.0,2021-08-01
Es46baQd5XU9S8,2021-07-01,New,28,81172.0,
F0m6MEs83Y2ico,2021-07-01,New,4,4.0,2021-08-01
F6LWe6ziqJxFLK,2021-10-01,Retained,17,9548.0,
F6LWe6ziqJxFLK,2022-10-01,Retained,2,6900.0,
F8stPxa5LMguLv,2022-01-01,Retained,86,57746.0,
F8stPxa5LMguLv,2023-05-01,Retained,35,30732.0,
FANZZsbXVGuwOG,2021-10-01,Retained,2,8548.0,
FANZZsbXVGuwOG,2022-02-01,Retained,8,17031.06,
FANZZsbXVGuwOG,2023-01-01,Retained,8,11366.0,
FANZZsbXVGuwOG,2023-04-01,Retained,41,7371.38,
FBepHPQGs52OIr,2022-07-01,Revived,1,370.0,2022-08-01
FH72aaDQUHt8je,2021-12-01,Revived,2,1001.0,
FKLiDmpjeu9mV9,2022-01-01,Retained,836,712500.0,
FKLiDmpjeu9mV9,2022-02-01,Retained,310,967200.0,
FKLiDmpjeu9mV9,2023-01-01,Retained,1194,1800380.0,
FKLiDmpjeu9mV9,2023-05-01,Retained,350,850800.0,
FR9alwPNPZFKwb,2021-10-01,Retained,2,485.0,
IKBMoNUfoCzke0,2022-05-01,Retained,8,73655.0,
ISuV5Lv8jkIEA3,2022-12-01,Retained,28,409957.2,
ITRd2yHYRq4YPy,2021-12-01,New,1,200000.0,2022-01-01
IUtPCfERvnfZE2,2022-04-01,New,1,730.0,2022-05-01
BcHueGealypNGE,2022-03-01,Retained,15,39000.0,
BcHueGealypNGE,2023-02-01,Retained,6,22000.0,
BfWraVphSEjApV,2022-06-01,Retained,5016,43727081.27,
BfWraVphSEjApV,2023-06-01,Retained,28911,295200117.9,
8mZi0US14564jH,2023-07-01,Retained,40,95797.0,2023-08-01
GCvYxtz1PgY45V,2021-10-01,Retained,8,25520.0,
GCvYxtz1PgY45V,2022-03-01,Retained,7,24496.0,
GpciJzawvNJ0JU,2021-12-01,Revived,2,8396.0,2022-01-01
GpciJzawvNJ0JU,2022-05-01,Retained,4,18788.96,
Gxcph1aYesyOEm,2023-04-01,Retained,3,2897.0,
H2L3BkyV8YnvdT,2022-10-01,Retained,4,11015.3,
HORZVSANVx4DNH,2023-07-01,Retained,140,42977.37,2023-08-01
HRIRzs0B5AE69O,2022-02-01,Retained,105,1267007.0,
HRIRzs0B5AE69O,2023-05-01,Retained,186,2711718.0,
HSJWcwBkSF5AU4,2023-06-01,Retained,20,69277.8,
E33BzEE83RABrf,2021-10-01,Retained,18,39592.0,
E33BzEE83RABrf,2023-01-01,Retained,15,27394.99,
E33BzEE83RABrf,2023-05-01,Retained,26,140402.72,
E9oViHxy4fH1B2,2023-03-01,Retained,166,2352548.02,2023-04-01
EEwOfhSkHpW9Ex,2021-11-01,Retained,32,254882.0,
EEwOfhSkHpW9Ex,2023-02-01,Retained,25,302034.0,
EReIr8uSsLmIOO,2021-07-01,New,3,35.09,2021-08-01
EjitWgyQt0IVkw,2021-10-01,Retained,30,11970.0,
EjitWgyQt0IVkw,2022-03-01,Retained,26,20274.0,
EjitWgyQt0IVkw,2022-10-01,Retained,10,3990.0,
ErJdBa9i50TEXm,2021-10-01,Retained,1068,527230.63,
ErJdBa9i50TEXm,2022-10-01,Retained,622,299250.23,
ErJdBa9i50TEXm,2023-06-01,Retained,866,333967.23,
BUQdWbjkkk99oI,2022-03-01,New,18,90759.59,
BUQdWbjkkk99oI,2022-10-01,Retained,72,407910.88,
I9F9BN5sl58Ck1,2023-07-01,Retained,10,19385.6,2023-08-01
CYtaWmsyXKeGfX,2021-10-01,Retained,12,322926.63,
CYtaWmsyXKeGfX,2022-03-01,Retained,230,1978034.82,
CYtaWmsyXKeGfX,2022-05-01,Retained,1139,7845831.2,
CYtaWmsyXKeGfX,2023-06-01,Retained,33,392395.38,
CZIHm2FZWKouw0,2021-10-01,Retained,7,6760.0,
